googl,,,,aapl,,,,adbe,,,,Meta,,,,msft,,,,5000       SIMULATIONS      RETURNS        OF      THE       STOCKS,,,,
Date,Price,returns,,Date,Price,returns,,Date,Price,returns,,Date,Price,returns,,Date,Price,returns,,GOOGL,AAPL,ADBE,META,MSFT
,,,,,,,,,,,,,,,,,,,,4.48937528374868%,0.622061037788634%,-1.27520944438589%,0.13967910320894%,-0.302950544376599%
,,,,,,,,,,,,,,,,,,,,2.07092148346074%,0.0641012852735648%,-0.0402144469191484%,4.0429093509392%,0.964989982584394%
,,,,,,,,,,,,,,,,,,,,-2.86771158117339%,3.25790281422425%,-0.104764238232344%,1.15047383594346%,-1.10736576263691%
,,,,,,,,,,,,,,,,,,,,-0.172077699825715%,0.43267808110174%,-1.33862460028067%,0.0144525101400662%,-1.14102651173769%
,,,,,,,,,,,,,,,,,,,,0.32541005089522%,1.12227853469963%,-0.800809509098137%,-0.444513178057362%,0.592056176185738%
,,,,,,,,,,,,,,,,,,,,-1.43012918507455%,-2.27165007020158%,-1.21502046415892%,-2.05615903980807%,-1.16231437903194%
,,,,,,,,,,,,,,,,,,,,2.78837037333653%,1.80146170689634%,-1.96215258640619%,-2.42114259555302%,0.656698055614716%
,,,,,,,,,,,,,,,,,,,,1.75957115344346%,1.90940600629739%,-4.01303944550418%,3.71439757034779%,-0.476511139464477%
,,,,,,,,,,,,,,,,,,,,1.10932504340882%,0.96398103073355%,-1.86434927647227%,2.63634065769529%,1.4720904516256%
,,,,,,,,,,,,,,,,,,,,-1.29925484567441%,-0.142003759255924%,-1.48783127225015%,-5.29033940965161%,-0.0350400383041191%
,,,,,,,,,,,,,,,,,,,,2.92865250010298%,-2.20447814717527%,1.16688223184615%,-0.107000716179129%,2.31638314279903%
,,,,,,,,,,,,,,,,,,,,-2.31757884663725%,1.03191215281914%,0.800436873903074%,-0.239371384026213%,-0.442388165354835%
,,,,,,,,,,,,,,,,,,,,0.439608440505198%,0.312734515490783%,-4.82851572420022%,2.89979675084025%,-1.71808135860562%
,,,,,,,,,,,,,,,,,,,,-0.00424865035137528%,0.311423576038926%,1.82237129967242%,-2.63684442220552%,-0.508847809947631%
,,,,,,,,,,,,,,,,,,,,1.61440418067186%,-0.445339876526101%,0.567395285906018%,-1.67018863413105%,0.428535514103065%
,,,,,,,,,,,,,,,,,,,,1.02242567269324%,-1.23215666644334%,1.17165799835264%,3.00088772235034%,1.08634326243118%
,,,,,,,,,,,,,,,,,,,,0.433219725031299%,-0.326134206948677%,-3.53270445608152%,1.57492587695228%,0.288600850028378%
,,,,,,,,,,,,,,,,,,,,1.88968393043097%,-1.72517835103235%,-3.78332759069856%,0.155238354521609%,-2.14061541510544%
,,,,,,,,,,,,,,,,,,,,1.90365083969815%,-3.0982183237723%,0.8073315709569%,-2.75280238969108%,-1.8898487853379%
,,,,,,,,,,,,,,,,,,,,-2.21462572336503%,-0.778128347175938%,1.90320867638129%,0.0787000174163277%,-0.749430969572215%
,,,,,,,,,,,,,,,,,,,,1.14915301637271%,-0.813475428531601%,0.382289078282232%,2.18393698791574%,0.684305072659079%
,,,,,,,,,,,,,,,,,,,,5.63254140864496%,-0.885346532067633%,1.07505252068001%,-0.101714365573578%,-0.272564093941588%
,,,,,,,,,,,,,,,,,,,,2.17788513404155%,-0.301201881871936%,1.06902257406766%,1.53543742750929%,-1.65174252760445%
,,,,,,,,,,,,,,,,,,,,1.0433874547326%,-1.96723310095143%,-1.77610069579304%,-0.664622918361956%,0.093695284526381%
,,,,,,,,,,,,,,,,,,,,-3.48226999710341%,1.82356755692943%,-0.714457244529731%,-1.57286563687972%,0.691275041220703%
,,,,,,,,,,,,,,,,,,,,-1.60674483657468%,-0.510977772549922%,2.66950163345154%,0.1768971334574%,0.884282212610238%
,,,,,,,,,,,,,,,,,,,,1.3055035480447%,0.954355336422978%,-2.38693651334982%,-1.08302638894914%,-0.827210336235599%
,,,,,,,,,,,,,,,,,,,,0.0382833392311105%,0.862321221105961%,0.969426531884922%,-1.34862703397892%,1.13373110630046%
,,,,,,,,,,,,,,,,,,,,-1.26312801384903%,-0.918953014499024%,-3.02961525338671%,4.08824173369133%,-1.3311315223047%
,,,,,,,,,,,,,,,,,,,,3.982782282971%,-1.32055066968239%,1.61478376501056%,0.198862867672841%,-0.162749392223596%
,,,,,,,,,,,,,,,,,,,,1.74803434733126%,1.39278846247283%,0.689653281805501%,-1.21196989975765%,-1.25938574809825%
,,,,,,,,,,,,,,,,,,,,-1.66892081849002%,-1.18669110210118%,-2.23889265004204%,-0.478985837072908%,0.552430022498128%
,,,,,,,,,,,,,,,,,,,,0.791169043904805%,2.91022954166189%,1.64913427200878%,-2.92926783356955%,-1.46629468092654%
,,,,,,,,,,,,,,,,,,,,-0.272621789616718%,0.118515356602789%,2.4275255764945%,-3.3233125606806%,2.39018809306201%
,,,,,,,,,,,,,,,,,,,,3.53512273687306%,-0.165723254046375%,-3.30022806434044%,2.49937135622135%,0.679567009235202%
,,,,,,,,,,,,,,,,,,,,3.46933222887902%,0.838856384461111%,-1.08212732247039%,-0.863041296312989%,-1.35546320234606%
,,,,,,,,,,,,,,,,,,,,-0.0486980932020102%,-1.17519312456466%,-0.0887853875574973%,-2.76295966429947%,0.45305678463209%
,,,,,,,,,,,,,,,,,,,,0.771534205862121%,-1.02266343358095%,-2.24824811590252%,-0.493070022338587%,0.745982453610554%
,,,,,,,,,,,,,,,,,,,,-2.99920929464373%,-1.06767747129141%,-2.46816253822012%,2.65971175065955%,1.20489833735976%
,,,,,,,,,,,,,,,,,,,,2.17629986274404%,-1.23457257276168%,3.33111225497368%,-1.1110173714987%,-0.0583780430661253%
,,,,,,,,,,,,,,,,,,,,0.224834162027978%,2.70350591399531%,2.38377264399603%,-1.69990336973565%,-0.845367843111452%
,,,,,,,,,,,,,,,,,,,,0.382402108608099%,1.42237321817973%,0.0770184393032426%,2.46339667058993%,-0.65240828594445%
,,,,,,,,,,,,,,,,,,,,1.72389740286905%,-2.09359367037168%,-0.224135383736219%,0.739507618037588%,-0.466981322216711%
,,,,,,,,,,,,,,,,,,,,0.821041602449391%,-1.23542559276332%,5.20880129693384%,-1.42540896557688%,1.090765536725%
,,,,,,,,,,,,,,,,,,,,-0.483466532847582%,1.59763172101409%,-2.50586747821007%,2.08221840453231%,1.45525887673433%
,,,,,,,,,,,,,,,,,,,,0.913126097061529%,0.738694865666314%,4.42554686923608%,-2.64188869003615%,-1.15096752060188%
,,,,,,,,,,,,,,,,,,,,0.938736031297323%,0.24779423938415%,-0.447476021488566%,2.74902638122292%,0.709880403709578%
,,,,,,,,,,,,,,,,,,,,1.97593653506511%,1.7727199458057%,3.92410319460738%,-0.839499617447028%,-0.447698950506571%
,,,,,,,,,,,,,,,,,,,,0.0968249640551087%,0.107683922799738%,-3.16361121617355%,-1.83218083702887%,-2.16137280279549%
,,,,,,,,,,,,,,,,,,,,-0.317004510661602%,-0.306192798984275%,-0.215618436018632%,-2.17214608163424%,0.485647630795882%
,,,,,,,,,,,,,,,,,,,,0.720639577520643%,1.08684543337996%,-3.35490477738167%,-0.33309415984954%,-2.44748308508444%
,,,,,,,,,,,,,,,,,,,,-0.264522950360867%,2.61021088405476%,3.71997246956048%,0.453313219367618%,-0.896164941823922%
,,,,,,,,,,,,,,,,,,,,-1.91705449303257%,0.39462237751198%,2.9723685876737%,0.971589604471503%,-0.616150117901041%
,,,,,,,,,,,,,,,,,,,,-1.20076755309984%,2.70553468789033%,-3.76370662309342%,-0.936956848887153%,0.82632308224821%
,,,,,,,,,,,,,,,,,,,,-0.194407042453424%,0.11268918386652%,-1.09412678268177%,-1.84389801897508%,0.645549835973021%
,,,,,,,,,,,,,,,,,,,,-1.38509596639867%,2.40730255830222%,2.02835371663919%,0.552904650770579%,-0.239231426756586%
,,,,,,,,,,,,,,,,,,,,3.78375310708113%,-0.174777017260762%,1.74440761645407%,0.390908258313905%,-1.45905879108354%
,,,,,,,,,,,,,,,,,,,,-1.3283503801825%,0.696060885878534%,-1.94577841907431%,0.651112068207779%,-0.358629470127068%
,,,,,,,,,,,,,,,,,,,,3.54916286538006%,-3.76039816601788%,6.36440335412893%,-1.66365586250918%,-0.418856842023414%
,,,,,,,,,,,,,,,,,,,,2.16985174940057%,-0.676749005257163%,1.82565875531426%,4.42376537091773%,1.3780995016833%
,,,,,,,,,,,,,,,,,,,,-1.23219764237751%,-1.43033074286362%,2.47013944163823%,-3.53733226608073%,-0.949757801154025%
,,,,,,,,,,,,,,,,,,,,-1.91899846853079%,1.7345410534549%,2.77990585185108%,-0.0345575131815312%,-1.68563989008705%
,,,,,,,,,,,,,,,,,,,,-1.08117074597437%,-0.247475314522751%,0.0168469347701953%,-2.05012501979513%,0.992145688265636%
,,,,,,,,,,,,,,,,,,,,1.05832719669135%,-1.41631532450758%,1.37042541700137%,0.621782772251175%,1.9279478727863%
,,,,,,,,,,,,,,,,,,,,2.04891169720392%,-0.88421329576804%,1.89294986993726%,1.0121924040059%,0.766411132243208%
,,,,,,,,,,,,,,,,,,,,-1.28909987639871%,1.51560240673379%,4.87884373362297%,-1.96514179931918%,0.572422340560304%
,,,,,,,,,,,,,,,,,,,,1.15189410481986%,-2.08527012648313%,-0.195026130434893%,-0.038420075575124%,1.47808929694462%
,,,,,,,,,,,,,,,,,,,,-0.458516240225794%,-2.27557195631543%,2.64864626605286%,2.21476023367045%,-0.235101170518116%
,,,,,,,,,,,,,,,,,,,,-0.825681624380904%,-1.80019692145809%,-2.692320656762%,-1.27647331716485%,-1.36953373496896%
,,,,,,,,,,,,,,,,,,,,1.71785498487853%,-3.88667831290174%,-1.92479631232296%,0.687199140798395%,-0.466651703661442%
,,,,,,,,,,,,,,,,,,,,-2.37533394684684%,1.39402589689422%,0.358412344524148%,-1.96864041709754%,-1.39884154754644%
,,,,,,,,,,,,,,,,,,,,0.543580109854595%,-0.421078979703627%,-1.12603366362313%,2.19123812103233%,-1.06757950522899%
,,,,,,,,,,,,,,,,,,,,-1.24758573616451%,-0.195287905975457%,2.1205561325459%,3.28065924753836%,1.82060958433969%
,,,,,,,,,,,,,,,,,,,,1.33565230375105%,1.20024674873157%,-2.5316212489135%,0.805211749610616%,1.04523052417063%
,,,,,,,,,,,,,,,,,,,,-0.0479690248045019%,-1.21648698258361%,2.26327942901035%,1.01253736063545%,-1.05470333689985%
,,,,,,,,,,,,,,,,,,,,1.75747699529551%,1.81184674934872%,-4.53379783847891%,-0.182295037631884%,1.48316985223109%
,,,,,,,,,,,,,,,,,,,,-1.91726690580256%,0.331875485039797%,0.433635204652041%,-3.53766358279563%,0.719835825088534%
,,,,,,,,,,,,,,,,,,,,-0.863130917640426%,3.39783869361999%,-0.584968364996984%,-1.46788994967027%,-0.328361451598211%
,,,,,,,,,,,,,,,,,,,,5.24509602108564%,-0.753725589640213%,1.36801218596173%,3.49132069333652%,-0.37056608463887%
,,,,,,,,,,,,,,,,,,,,4.36663231585419%,2.55743558073679%,-0.284739435531749%,-2.32170441350752%,-0.290080175416016%
,,,,,,,,,,,,,,,,,,,,-1.23914334830411%,-0.875763580598037%,0.960475821414237%,3.7320438907533%,-0.23198703306381%
,,,,,,,,,,,,,,,,,,,,-0.989089619409618%,0.768463185729391%,-1.67460063476734%,-1.46243754703563%,0.0279681510579429%
,,,,,,,,,,,,,,,,,,,,1.48088644297414%,-2.01192562000227%,-1.79426506630475%,-1.6067589469476%,0.310980663563178%
,,,,,,,,,,,,,,,,,,,,-0.00912341261482493%,-2.2310113753976%,-2.98499379533724%,-1.63321668993565%,0.171373166334073%
,,,,,,,,,,,,,,,,,,,,-0.0249391649454186%,0.0417486978524033%,-3.90961951371253%,1.45497701505822%,-0.222616545580974%
,,,,,,,,,,,,,,,,,,,,-1.76254967602459%,1.9295654225969%,-4.43792175652176%,-0.841796687044962%,-1.13664409969442%
,,,,,,,,,,,,,,,,,,,,1.8090643634166%,2.35516487268515%,0.0716022691691634%,-2.78905708363823%,-1.03342247294032%
,,,,,,,,,,,,,,,,,,,,-0.10479414746685%,-2.37530567685265%,-0.31633797848133%,-4.05579703620625%,-0.0250826549085854%
,,,,,,,,,,,,,,,,,,,,1.24907747847092%,3.39824620677402%,-0.45766194998244%,3.10136509718985%,-0.890200430119622%
,,,,,,,,,,,,,,,,,,,,-0.385022590727879%,1.08346313331374%,2.06221790667963%,1.01067305873088%,1.23722946074451%
,,,,,,,,,,,,,,,,,,,,-1.80757993375394%,0.0804290928712042%,1.65884932190975%,0.800216843073541%,0.331112447030612%
,,,,,,,,,,,,,,,,,,,,3.18324978263005%,1.17844629391925%,-0.0864210393498275%,1.40027468975994%,-0.582510879647469%
,,,,,,,,,,,,,,,,,,,,1.42039300453171%,-0.479497913151967%,0.768666267155303%,-3.25217774337071%,0.210022568505705%
,,,,,,,,,,,,,,,,,,,,0.334454984891001%,1.30577980764094%,4.16833387626076%,2.63658775991973%,1.55227887465057%
,,,,,,,,,,,,,,,,,,,,-2.08080452270286%,1.07992424835239%,-1.74721601860718%,3.39255712153883%,0.250797714708789%
,,,,,,,,,,,,,,,,,,,,-2.98717703681989%,-3.52599159587022%,1.90364653984274%,-1.84331462168313%,-0.161983968505688%
,,,,,,,,,,,,,,,,,,,,1.94431470225765%,1.86209428657894%,-0.233780444517728%,1.41707225731907%,1.04352008449678%
,,,,,,,,,,,,,,,,,,,,0.139058716893718%,1.17225726934477%,1.18794977714431%,-1.46786881778153%,-1.44368000480907%
,,,,,,,,,,,,,,,,,,,,-1.63139004740309%,-0.0267044838401216%,-6.63198201851357%,-2.0804370500931%,2.10756038109977%
,,,,,,,,,,,,,,,,,,,,1.01892658305851%,-1.37564071877444%,-3.75911765824149%,2.72733292803107%,0.80052865495668%
,,,,,,,,,,,,,,,,,,,,-1.95155743884917%,-3.36014555533554%,3.83809051355172%,-2.34214934473547%,0.557655213546336%
,,,,,,,,,,,,,,,,,,,,-1.51289426948264%,1.50071168905679%,3.35615674235544%,-0.00305628652909329%,-1.80183115707956%
,,,,,,,,,,,,,,,,,,,,0.251255018874286%,2.55042936821444%,-0.603899560310498%,0.0928934399230569%,1.98463326172534%
,,,,,,,,,,,,,,,,,,,,-0.424587892939606%,-0.504176097258316%,-3.78751898973422%,-0.172814784160467%,-0.52878741312598%
,,,,,,,,,,,,,,,,,,,,0.923586075962736%,1.94676007679167%,-0.501465340412537%,0.0014111919465892%,1.5696172290151%
,,,,,,,,,,,,,,,,,,,,1.46175550437874%,0.227407929543124%,-1.38497234165442%,0.39978586487433%,-0.156402865620768%
,,,,,,,,,,,,,,,,,,,,-3.25472674864276%,1.47278413062102%,-2.27516372250214%,-0.617006453972566%,-1.435161040994%
,,,,,,,,,,,,,,,,,,,,3.55288979386568%,-0.475288197623735%,1.74990549956398%,1.68355309773515%,-0.860051455790638%
,,,,,,,,,,,,,,,,,,,,0.84668747088621%,0.847553743795828%,0.335510703942187%,-1.20817770672104%,0.0654609447988549%
,,,,,,,,,,,,,,,,,,,,0.313483105779562%,0.947076032406062%,-2.40270018599116%,-2.72758966099668%,2.05834183649179%
,,,,,,,,,,,,,,,,,,,,-0.509554647428416%,-1.93893817000525%,2.70862225927247%,-0.903018784995207%,0.301339319174891%
,,,,,,,,,,,,,,,,,,,,-2.62554607105026%,-1.67534330001574%,-3.21690723441684%,-1.97661995217256%,2.01772639052258%
,,,,,,,,,,,,,,,,,,,,0.428659789698261%,3.83005962933148%,-2.10788053570115%,-1.44061205155089%,-1.43642474405979%
,,,,,,,,,,,,,,,,,,,,1.31783966018227%,-1.88888730853819%,-1.61543930525904%,-0.185121776231139%,0.199946972926114%
,,,,,,,,,,,,,,,,,,,,-1.38161244021202%,-0.0409025594865462%,2.35744633600984%,-2.06469893017822%,-0.878141024917985%
,,,,,,,,,,,,,,,,,,,,2.83884453712712%,1.67329131784147%,1.54584249217103%,-2.86247291604001%,1.06121170709314%
,,,,,,,,,,,,,,,,,,,,2.98544941054663%,0.605392731840165%,1.89080717096359%,4.6324061044449%,-0.689618647200761%
,,,,,,,,,,,,,,,,,,,,-1.06472412784114%,3.24698763182558%,2.66129515669604%,-0.0417243776736079%,-0.507888926038877%
,,,,,,,,,,,,,,,,,,,,0.70741211332244%,-1.94576998326829%,-0.489377305880192%,0.959147744645285%,0.653231184384132%
,,,,,,,,,,,,,,,,,,,,3.98581228375698%,0.910521969641867%,-0.819151568496932%,-0.826330429945015%,0.246047292651781%
,,,,,,,,,,,,,,,,,,,,1.33620594736525%,-0.653267053259815%,4.28542552890648%,0.288711932626012%,0.788240130911536%
,,,,,,,,,,,,,,,,,,,,1.15985648233871%,-1.11857463515012%,-2.07556121221922%,-1.00734768735264%,1.78108407175945%
,,,,,,,,,,,,,,,,,,,,0.504351755171631%,-0.376644208462246%,1.52415250952058%,-0.727355147622278%,0.679462534706623%
,,,,,,,,,,,,,,,,,,,,0.564314653488626%,2.10147818499407%,3.33189234337956%,4.72734078822156%,2.04926184324618%
,,,,,,,,,,,,,,,,,,,,1.97743960581906%,-0.370504209245333%,0.0192317787469743%,0.588485750355976%,-0.673364329135427%
,,,,,,,,,,,,,,,,,,,,2.29846632849617%,-2.97181409635466%,-2.41581450496581%,-0.608419492614326%,0.732649452814559%
,,,,,,,,,,,,,,,,,,,,1.38726552610084%,3.79952859503125%,0.88302834504826%,1.96027259555237%,0.634622421283818%
,,,,,,,,,,,,,,,,,,,,-1.66853563592875%,-0.336683150520584%,-1.86575700903801%,-1.82424997870209%,-1.28920617349919%
,,,,,,,,,,,,,,,,,,,,-1.1893746490567%,1.86321697471864%,-1.53374999415005%,2.40288055684391%,-2.94970330183108%
,,,,,,,,,,,,,,,,,,,,-0.574946144645765%,-1.96052782360867%,-0.109853915036424%,-0.893855155513826%,-0.96862343884971%
,,,,,,,,,,,,,,,,,,,,1.81651023767907%,-0.629890785371873%,-3.8512560555757%,-0.092810380138782%,-1.98798905495598%
,,,,,,,,,,,,,,,,,,,,0.341718320519449%,1.05617627665012%,-0.508177949282128%,-2.28636452946627%,0.918486832923593%
,,,,,,,,,,,,,,,,,,,,1.09638721035426%,0.394454947384063%,-1.96150005410601%,-4.48840042578854%,0.106239335249225%
,,,,,,,,,,,,,,,,,,,,1.93934880999064%,-2.87464034569553%,3.38238048292843%,-0.288380636050094%,1.25657978334795%
,,,,,,,,,,,,,,,,,,,,-3.50883659968479%,2.55179111703235%,1.4420760876391%,-1.48841524728318%,-0.975898994068251%
,,,,,,,,,,,,,,,,,,,,-0.373886514734418%,0.510466862918892%,0.806471349206133%,0.679898630435601%,1.49326352370242%
,,,,,,,,,,,,,,,,,,,,-0.714575510112219%,0.955158700603936%,-2.1772823089678%,3.91045674178225%,-1.57848676104683%
,,,,,,,,,,,,,,,,,,,,1.11095387536647%,-0.962804877871383%,-1.10941718140375%,-0.773591813166932%,1.32230736046804%
,,,,,,,,,,,,,,,,,,,,0.813901572888482%,0.146969894099561%,0.121333171042791%,3.48558366412566%,-1.74836762178929%
,,,,,,,,,,,,,,,,,,,,0.860880524968004%,-0.669107994955017%,-6.04505991478373%,1.74617167875492%,0.220703645271578%
,,,,,,,,,,,,,,,,,,,,1.13249376859097%,0.908627168569933%,1.91922408977383%,0.96215951581724%,0.287205997245278%
,,,,,,,,,,,,,,,,,,,,-0.817255406669908%,2.26712409041538%,-4.09280464142249%,-2.69770368216352%,1.52553533352757%
,,,,,,,,,,,,,,,,,,,,1.1518207110812%,2.2051224421584%,0.369303611671379%,-1.53973612490537%,0.967475574149632%
,,,,,,,,,,,,,,,,,,,,0.68684783574314%,1.15032859364239%,0.166740809290821%,2.64669335047265%,0.131764137233367%
,,,,,,,,,,,,,,,,,,,,-2.57325842848349%,1.05713490426854%,1.21329453570578%,-0.578774246664582%,0.553936533411324%
,,,,,,,,,,,,,,,,,,,,-3.84943603332749%,0.54256860187985%,-0.635302767418958%,2.11760914406426%,1.08651005319395%
,,,,,,,,,,,,,,,,,,,,1.73130832089937%,-0.182686955535079%,1.59909569931725%,-0.451112045905005%,1.19246347959187%
,,,,,,,,,,,,,,,,,,,,-1.20718492104153%,-2.05889422122537%,2.46298575718473%,2.06481115236131%,1.27201424584816%
,,,,,,,,,,,,,,,,,,,,0.59686799126499%,0.794972325073026%,2.09745117357099%,0.344284567729518%,-0.763355320734581%
,,,,,,,,,,,,,,,,,,,,0.539131501644958%,-0.474563111538472%,0.679216251753773%,-0.833313133222422%,0.795421968280425%
,,,,,,,,,,,,,,,,,,,,-1.07982874932064%,-0.00631512197278249%,-1.24088861084257%,1.87986431898913%,-0.590916544824451%
,,,,,,,,,,,,,,,,,,,,0.905344401085429%,-1.8742305712928%,-0.184465355167294%,3.49796581729132%,-0.298825180493263%
,,,,,,,,,,,,,,,,,,,,1.03568568758857%,2.90894129356508%,-0.0634978224121021%,-0.516404569313578%,0.86812232853466%
,,,,,,,,,,,,,,,,,,,,-1.07923448255603%,1.70636767037333%,4.16410250100756%,3.17706910244968%,1.17799889704022%
,,,,,,,,,,,,,,,,,,,,-0.152835547550293%,-1.30132804087183%,-0.138932259370624%,1.83734156524567%,-0.403049420337986%
,,,,,,,,,,,,,,,,,,,,1.87338986894421%,0.805335471058826%,2.49756721873643%,3.19872868262652%,-1.33940229253458%
,,,,,,,,,,,,,,,,,,,,1.29440505166002%,0.437710764234769%,2.92874229294076%,-0.967354143421623%,-0.95891685745355%
,,,,,,,,,,,,,,,,,,,,-0.152195189108446%,-2.00748578400037%,1.49053529672287%,0.221796214906764%,-2.70037053058076%
,,,,,,,,,,,,,,,,,,,,-2.89830197582253%,3.21716052729723%,0.295189171130719%,1.10548984829742%,-1.38173411888752%
,,,,,,,,,,,,,,,,,,,,1.29777409907005%,0.756673480166962%,0.0783529274593504%,-4.963421644858%,-0.275054817429528%
,,,,,,,,,,,,,,,,,,,,-1.10340610406209%,-0.601293374366695%,5.47201533957887%,-0.397958453063306%,2.01698031845808%
,,,,,,,,,,,,,,,,,,,,-2.91092976127861%,1.75478065648079%,-1.82815339590303%,0.441388187942647%,-0.488359639522351%
,,,,,,,,,,,,,,,,,,,,0.965708547974505%,1.54963839707691%,3.52590344975399%,-2.64833636506749%,1.29728392960465%
,,,,,,,,,,,,,,,,,,,,-3.37802025148197%,-1.34595224815185%,0.993748807981664%,-0.77000437894845%,-1.15454848544649%
,,,,,,,,,,,,,,,,,,,,-0.482759557927069%,-0.191010904292107%,-1.08049322662274%,1.99378386437778%,-1.36199889431444%
,,,,,,,,,,,,,,,,,,,,-0.373012634273301%,0.415662801775447%,0.828003926059694%,-1.75981917316657%,0.349508286760153%
,,,,,,,,,,,,,,,,,,,,-1.10551061861779%,1.23237914468307%,-1.16983009079808%,-2.28348660212905%,-0.0249945993405189%
,,,,,,,,,,,,,,,,,,,,0.845854095244385%,1.05151033313101%,-0.71162485535853%,2.73528299191363%,-0.44390599022501%
,,,,,,,,,,,,,,,,,,,,3.08607306421608%,-0.403959783128109%,0.0145899047114511%,-0.156435406370451%,2.08310518546385%
,,,,,,,,,,,,,,,,,,,,0.062044909861409%,1.79859670053835%,-0.248384421608371%,0.999973051593433%,1.77423345736555%
,,,,,,,,,,,,,,,,,,,,4.39593535532957%,1.70687248448697%,2.44837965149067%,0.423418910641709%,-0.183926805395658%
,,,,,,,,,,,,,,,,,,,,-2.06725636749849%,-0.106178823348232%,2.93925095399266%,-1.07954161597754%,0.958320136214685%
,,,,,,,,,,,,,,,,,,,,0.597001786402385%,0.946557409970116%,-1.58856087596111%,3.13186759243056%,0.23777610240604%
,,,,,,,,,,,,,,,,,,,,0.739355023415971%,-1.00604928190232%,-1.43484467706278%,-0.444425937222743%,-0.00184301428197762%
,,,,,,,,,,,,,,,,,,,,0.372522180381078%,4.49073302832649%,-1.34623446435801%,0.298603152607645%,-0.75058570979169%
,,,,,,,,,,,,,,,,,,,,-1.87695337756073%,-2.38458089990424%,-0.377160737714943%,-2.66718077234496%,2.01642405518771%
,,,,,,,,,,,,,,,,,,,,-2.34024097318889%,-0.0660452804949232%,1.21799523308468%,1.58507170768903%,0.660158061655642%
,,,,,,,,,,,,,,,,,,,,-2.80082106726393%,-0.0807339430456291%,-0.276378230733379%,0.350759959259488%,-1.18698593524179%
,,,,,,,,,,,,,,,,,,,,-1.79194202098777%,0.922164156511614%,-1.66793994445225%,2.62991929418202%,0.173486206374381%
,,,,,,,,,,,,,,,,,,,,1.00795699187769%,-1.15365228488859%,1.23654599371088%,-4.25235857551873%,1.24721084818111%
,,,,,,,,,,,,,,,,,,,,0.839376937094668%,0.988995061336164%,-1.54326181587163%,2.20212893602848%,2.47672904391239%
,,,,,,,,,,,,,,,,,,,,1.38311817051466%,0.0947805568622012%,0.840051064022658%,1.14433803644548%,0.431237852596794%
,,,,,,,,,,,,,,,,,,,,2.27945663382664%,-1.13022658301091%,3.66187757508071%,-3.00844117501902%,0.000755997788413139%
,,,,,,,,,,,,,,,,,,,,-1.44206076702338%,-3.23205891325754%,2.0662491771397%,0.960226092234535%,0.541334973399292%
,,,,,,,,,,,,,,,,,,,,-0.709413837926033%,-0.63903850413307%,1.86216138899678%,1.77376832520736%,-1.48679616961046%
,,,,,,,,,,,,,,,,,,,,1.03105532080994%,1.6219482938153%,3.70647608512278%,-3.36297851643401%,1.15906203597729%
,,,,,,,,,,,,,,,,,,,,-0.664505337527485%,1.367942353044%,-2.15083090436324%,-0.0122269013553837%,-2.48735340189593%
,,,,,,,,,,,,,,,,,,,,0.963364564063861%,0.345574330349025%,4.92576377193484%,-2.07765352059389%,-0.147512678202521%
,,,,,,,,,,,,,,,,,,,,0.00335383751406985%,0.56001277647788%,-4.26464973250617%,-3.1481458426852%,1.11616805822951%
,,,,,,,,,,,,,,,,,,,,-0.536368713785572%,0.30281667838362%,0.522742648063845%,-2.55725991895058%,0.448837884400092%
,,,,,,,,,,,,,,,,,,,,0.445205565794212%,2.86246490531412%,-1.30917943852127%,-1.29819145447011%,-0.704390002905072%
,,,,,,,,,,,,,,,,,,,,0.135329025422013%,-1.27271950346601%,-0.543432881511455%,0.573501378567806%,0.654904467285523%
,,,,,,,,,,,,,,,,,,,,0.232568723493082%,0.409931106880322%,-4.92951959718003%,0.245866550479529%,-0.381683623101197%
,,,,,,,,,,,,,,,,,,,,1.55416241081079%,-2.31790972505699%,0.637248247117116%,-2.32640293232588%,-0.0846997330537171%
,,,,,,,,,,,,,,,,,,,,0.692534869467948%,0.519567285127898%,-2.31009298846361%,3.96823576922457%,-0.127357106389884%
,,,,,,,,,,,,,,,,,,,,1.01530690805742%,-2.05796252181489%,1.41616631332325%,-0.0186076390278725%,-0.291350315331927%
,,,,,,,,,,,,,,,,,,,,-2.01841993100779%,-0.962980773403203%,4.42543264480314%,3.58421159054173%,-0.864632497614648%
,,,,,,,,,,,,,,,,,,,,2.03504427464795%,-1.97225642032412%,-2.72652567976336%,-2.93337653830726%,0.903026643031733%
,,,,,,,,,,,,,,,,,,,,1.62437280721552%,-0.0925325341320987%,0.691799727911742%,2.96839215656961%,1.10413358536216%
,,,,,,,,,,,,,,,,,,,,0.639029658785467%,-0.35632303396504%,-1.05775662393293%,3.96246408038353%,0.193596113947197%
,,,,,,,,,,,,,,,,,,,,-0.435891186668899%,-4.37196604520211%,-2.41634859667167%,-0.205990274933887%,-0.430570441911649%
,,,,,,,,,,,,,,,,,,,,-0.45038735834313%,1.4588367851974%,1.99396269571449%,0.31238471080022%,0.575612524478458%
,,,,,,,,,,,,,,,,,,,,1.69775852414407%,-0.524714578119697%,1.42991044488616%,-1.62032434813919%,-2.14282218655544%
,,,,,,,,,,,,,,,,,,,,1.04124292357135%,-0.900581382341236%,1.96683932189269%,0.325012748812299%,0.155837599711549%
,,,,,,,,,,,,,,,,,,,,0.2116549015089%,1.91732492842977%,-0.637976279075276%,-1.54787431568489%,-0.990874194884864%
